text,negative_reason
@SouthwestAir trying to rebook flight. On hold for 23 mins before disconnected and now almost 40 mins? Unbelievable. http://t.co/0BJNz4EIX5,Ground Service
@SouthwestAir flight just Cancelled Flighted. Can you help me rebook?,Value For Money
@USAirways waiting for bags now over 25min in Phl bag claim!,Ground Service
@united - Why can't I get a boarding pass for my Austrian Airlines codeshare flight. Rebook incls a 6 hour layover &amp; I am stuck outside sec,Ground Service
"@united, we're stuck at OGG, looks like flight will be Cancelled Flightled. Can you help? =)",Value For Money
@SouthwestAir on hold for over an hour twice?  Terrible.,Ground Service
"@JetBlue we've been delayed for almost 2 hrs. I take JetBlue because I've had good luck, but today is really frustrating.",Value For Money
@JetBlue At what time?  All these passengers were sitting on a hot plane with no air and no communication for over 2 hours. Just wrong,Value For Money
".@united It's worth saying that, if you litter in Singapore, you get caned. ""But there are rules"" says @united",Ground Service
"@VirginAmerica I paid the premium to fly you across the country, you Cancelled Flight my flight and offer no check fee or upgrade love? Sad face :(",Value For Money
@AmericanAir flight Cancelled Flighted out of LAX for tomorrow due to connection in DFW. Help please? we can go out of orange or burbank,Value For Money
@united I have flown with you 10 times in the last 13 days. 8 out of 10 flights have been delayed. Huge mistake on my part. Don't fly united,Value For Money
"The #Malaysia State Government is looking into exporting seafood and vegetables produced in Sabah via AirAsia.--The Borneo Post

",Food & Beverages
@USAirways your mobile app is horrible!  Needs a major overhaul,Ground Service
@AmericanAir I have been waiting at this airport since 11 am and have to wait until 8:30 tomorrow and cannot get any sort of help!,Value For Money
"@USAirways 5 hr flight delay and a delay when we land . Is that even real life ? Get me off this plane , I wanna go home 👠👠👠 (3 heel clicks)",Value For Money
@JetBlue   Phone agents can't see same flights I see online???  Can't change tickets even when I am paying. Very frustrating #jetblue,Ground Service
"@JetBlue rather than trying to resolve customer issues, only options offered were paying cash @ airport or write letter. #JustifyThisSupport",Ground Service
"@united ouch, delays due to mechanical issues again QRO will have to wait! Yall seem to be falling apart #alwaysdelayed #unitedfail",Value For Money
@AmericanAir WORST SERVICE EVER!! Delayed flights for more than 5 hours plus you missed my bag! And your employees are rude 😡😡,Value For Money
"“@united: @qlyss8 We don't want our customers to be frustrated. Thank you for your patience. ^JT” A lovely sentiment, but not a $180 one.",Ground Service
"@AmericanAir my itinerary was from EWR TO DALLAS to LA. You Cancelled Flightled my flight, you have my money, find a way to get me there from EWR",Value For Money
@SouthwestAir RUDE gate agent. Wholly unacceptable to us &amp; other passengers. Think this will be our last time on sw.,Cabin Staff Service
@AmericanAir Err 2 hour wait time for the Exec. Plat. line?,Value For Money
@united your baggage person told me to go through @AirCanada - they're handling my connecting flight.,Ground Service
@united this delay of flight UA4636 has been painful. I sure hope it doesn't cause me or my luggage) to miss my UA82 flight to New Delhi!,Value For Money
@SouthwestAir I would like to ask that his bags be picked up at PIT &amp; taken to his hotel by the airport. Will someone contact me,Ground Service
"@united God damn fucking crew won't be here till 6:40, so you've known for over an hour and a half the flight time was bullshit.",Cabin Staff Service
@USAirways  #USAirways disappoints AGAIN! #Cancelled Flighted flights #Missed appointments #Promised refund is a lie,Value For Money
"@AmericanAir I tried when I landed, but there was no-one there.  I've emailed your customer service twice now who don't seem to care.",Ground Service
"@USAirways i have and you have not been able to locate them, its insane. i trust you and PAY you to look after my things and you lost them.",Ground Service
@JetBlue I understand but wish you would have announced the delay 2 hours earlier vs sitting for 2 hrs at MCO,Value For Money
"@AmericanAir confused at the definition of a ""preferred seat."" I paid extra for one and got a regular seat with no legroom. Unimpressed.",Legroom
@AmericanAir I can't get through to a customer rep to help me out. This is the only option I have got.,Ground Service
@AmericanAir You've now put me on a BA flight - can I get access for 2 for the lounge? Been at ORD for 11.5 hrs now and still have 5 to go.,Value For Money
@AmericanAir thanks. Now my carry on that you guys insisted be checked at the gate is missing. Won't be here till Late Flight tomorrow morning.,Value For Money
@JetBlue exactly why is my flight delayed? 599 BDL to DCA? Can't seem to get an answer,Value For Money
@USAirways - flight was Cancelled Flightled to Buf today. Waited in line for 2+ hrs &amp; cus service was rude. No flight until Tues. Need to get to ROC.,Value For Money
@JetBlue Sure did go south after breakfast though! Delayed three hours. :( :( :(,Value For Money
"@JetBlue Cancelled Flightling flights, sending out tickets, then not telling the buyer... #jetblue how is that allowed?",Value For Money
@united. DAY to IAD and CVG to IAD both Cancelled Flightled by United but all other airlines operating. Friend stuck and now miss intl flight. Help?,Value For Money
"@VirginAmerica Funny story, your website is broken, you have missing javascript and stylesheets on the checkin process. I dislike this!",Ground Service
@united you guys suck. You delay flights but can't hold the connectors 10 minutes??? #WorstAirlineEver,Value For Money
"@Usairways need to learn operations. Sit a plane overnight at #gsp, and not realize there's a mech problem. Then delay flight 3 1/2 hours!",Value For Money
@AmericanAir Can you help with my Cancelled Flightled flight -- I'd like to book another flight...I've been on hold for 95 minutes and counting....,Value For Money
@USAirways have you heard about the debacle at DCA? What is happening with our New Orleans flight? #wewanttoknow,Value For Money
@united somehow I knew that you'd wait until I was airborne to respond. #hacks #jokers #neveragain.,Value For Money
@USAirways getting extremely frustrated w/ the phone/online service for merging frequent flyer miles.,Ground Service
@AmericanAir haha I did. They said it wasn't their fault somehow? You guys r a joke,Ground Service
@AmericanAir because you won't get our bags for us because you said they would go on to Cincinnati even though we can't. Who exactly is,Ground Service
@USAirways how does an airline misplace an airline attendant?!! been at Reagan airport since 1pm10:15 to Cincy is delayed trying to find her,Value For Money
Hi @British_Airways I sent you a message the other day but still no reply. Why are people who booked prior to the 3rd march for holidays this year not entitled to a voucher? Yet if I book today for the same dates I’m entitled? I’m also not allowed to request meals should I travel,Food & Beverages
"@USAirways flt last nght Cancelled Flighted-mech.probs, flt this am Cancelled Flighted-snow, finally on a flt home. 1st cls empty &amp; they won't let me sit there",Value For Money
@united i did but i got nothing from it. Just dissapointment =(,Ground Service
@SouthwestAir I've been on hold for 2 hours!  When will you answer??,Ground Service
@united flight Cancelled Flightled to Denver service agent offered me a non jet salt lake to Denver or red eye out of Atlanta then hung up on me.,Value For Money
@AmericanAir what response? Is our flight out of Montrose Cancelled Flightled or not?,Value For Money
@USAirways is really good at deferring responsibility.,Ground Service
@SouthwestAir I'm in line at the airport right now. Will you cover hotel fair or am I to sleep in the airport?,Value For Money
@united the nightmare continues... http://t.co/TsvgbrL15f,Value For Money
Turkish Airlines Business Class #Boeing 777-300ER San Francisco SFO to #Istanbul IST review #travel  #alcohol #boeing #businessclass #california #food,Food & Beverages
